FACILITYID,ObsRecordDate,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,date,rain_gage,wet_within_72,GlobalID,QInscfsV,QInscfsF,QInscfsFadj,QInscfs,MonitoringYear,QIns_Day,QInscf
L01-601-1,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,DANAPOINT,FALSE,{6E297702-950B-4ECB-93F7-6D8CE2CE5D00},0,0,0,0,MY2022-23,0,0
L01-601-1,2023-08-08T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-08,DANAPOINT,FALSE,{6E297702-950B-4ECB-93F7-6D8CE2CE5D00},0,0,0,0,MY2022-23,0,0
L01-766-2 (L01S06),2023-08-07T00:00:00Z,Direct Connection,Flowing,Unknown,NA,0.203704,NA,2023-08-07,PALISADES,FALSE,{6B1E2EC8-33C0-45FC-B9F2-95DAAD8E87F9},NA,0.203704,0.14055575999999997,0.14055575999999997,MY2022-23,12144.017663999999,12144.017663999999
L03-074-2,2023-08-17T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.006083,NA,2023-08-17,ELTORO,FALSE,{6A5E6BA4-3561-44F0-907D-3D9775BDE62E},NA,0.006083,0.0041972699999999995,0.0041972699999999995,MY2022-23,362.6441279999999,444.64593599999995
L03-214-2 (L03P18),2023-07-03T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.524735,0.25,2023-07-03,ELTORO,FALSE,{694200E0-F61E-493C-B4FD-35F10C96F460},0.25,0.524735,0.36206714999999995,0.25,MY2022-23,21600,38740.00982400001
L03-214-2 (L03P18),2023-08-02T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.542857,0.219,2023-08-02,ELTORO,FALSE,{694200E0-F61E-493C-B4FD-35F10C96F460},0.219,0.542857,0.37457133,0.219,MY2022-23,18921.600000000002,38740.00982400001
L03-214-2 (L03P18),2023-05-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,1.269767,NA,2023-05-18,ELTORO,FALSE,{694200E0-F61E-493C-B4FD-35F10C96F460},NA,1.269767,0.87613923,0.87613923,MY2022-23,75698.42947200002,38740.00982400001
L01-613-1,2023-06-06T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.006136,NA,2023-06-06,DANAPOINT,FALSE,{66BF25E7-7C2E-440C-B88E-6770670FC382},NA,0.006136,0.00423384,0.00423384,MY2022-23,365.80377599999997,365.80377599999997
K01-12159-2,2023-06-21T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.176904,0.097,2023-06-21,DANAPOINT,FALSE,{65F1D30E-87BC-47F7-B9E2-465FBE713D1F},0.097,0.176904,0.12206376,0.097,MY2022-23,8380.800000000001,7776.000000000001
K01-12159-2,2023-08-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.0864,0.083,2023-08-15,DANAPOINT,FALSE,{65F1D30E-87BC-47F7-B9E2-465FBE713D1F},0.083,0.0864,0.059615999999999995,0.083,MY2022-23,7171.200000000001,7776.000000000001
M02-085-1 (M02P06),2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.03744,0.019,2023-06-15,PALISADES,FALSE,{646C237D-26C0-4619-ADE0-A6C6ECD59481},0.019,0.03744,0.025833599999999998,0.019,MY2022-23,1641.6,4577.632704
M02-085-1 (M02P06),2023-08-30T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.040449,0.017,2023-08-30,PALISADES,FALSE,{646C237D-26C0-4619-ADE0-A6C6ECD59481},0.017,0.040449,0.027909809999999997,0.017,MY2022-23,1468.8000000000002,4577.632704
M02-085-1 (M02P06),2023-09-07T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.178182,NA,2023-09-07,PALISADES,FALSE,{646C237D-26C0-4619-ADE0-A6C6ECD59481},NA,0.178182,0.12294558,0.12294558,MY2022-23,10622.498112,4577.632704
L02-571-1,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,PALISADES,FALSE,{63E80B56-44CC-47BE-96A0-96E180F51F4A},0,0,0,0,MY2022-23,0,0
L02-571-1,2023-08-08T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-08,PALISADES,FALSE,{63E80B56-44CC-47BE-96A0-96E180F51F4A},0,0,0,0,MY2022-23,0,0
J01-9007-1 (J02P05),2023-09-06T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.097959,0.019,2023-09-06,SULPHURCREEK,FALSE,{6367FF6D-1FC8-4E27-B1F3-A8005D44345E},0.019,0.097959,0.06759171,0.019,MY2022-23,1641.6,835.1999999999999
J01-9007-1 (J02P05),2023-06-21T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.018261,0.003,2023-06-21,SULPHURCREEK,FALSE,{6367FF6D-1FC8-4E27-B1F3-A8005D44345E},0.003,0.018261,0.012600089999999998,0.003,MY2022-23,259.2,835.1999999999999
L04-136-1 (L04P07),2023-09-28T00:00:00Z,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,0.106,2023-09-28,ELTORO,FALSE,{61589644-F205-496C-A108-0B37A2DFD8A8},0.106,NA,NA,0.106,MY2022-23,9158.4,9158.4
J01-9144-1 (J01P23),2023-07-26T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.006,2023-07-26,SULPHURCREEK,FALSE,{61303168-3951-41A3-9F99-5A1FBF0706F7},0.006,NA,NA,0.006,MY2022-23,518.4,259.2
L02-541-7,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,PALISADES,FALSE,{610DC3A7-793E-4344-A914-88E70E636144},0,0,0,0,MY2022-23,0,0
L02-622-2 (L02P32),2023-06-12T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.035,2023-06-12,TRABUCO,FALSE,{5F2234C7-A979-43B9-AF39-605D9C45E5BC},0.035,NA,NA,0.035,MY2022-23,3024,3024
L02-374-1 (L02P50),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.196,0.038,2023-08-08,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.038,0.196,0.13524,0.038,MY2022-23,3283.2,7977.096740571429
L02-374-1 (L02P50),2023-07-25T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.155087,0.079,2023-07-25,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.079,0.155087,0.10701002999999999,0.079,MY2022-23,6825.6,7977.096740571429
L02-374-1 (L02P50),2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.118125,0.073,2023-08-01,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.073,0.118125,0.08150624999999999,0.073,MY2022-23,6307.200000000001,7977.096740571429
L02-374-1 (L02P50),2023-02-07T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.400424,NA,2023-02-07,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},NA,0.400424,0.27629255999999996,0.27629255999999996,MY2022-23,23871.677184,7977.096740571429
L02-374-1 (L02P50),2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.36,0.067,2023-07-11,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.067,0.36,0.24839999999999998,0.067,MY2022-23,5788.8,7977.096740571429
L02-374-1 (L02P50),2023-06-27T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.115281,0.055,2023-06-27,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.055,0.115281,0.07954388999999999,0.055,MY2022-23,4752,7977.096740571429
L02-374-1 (L02P50),2023-07-18T00:00:00Z,Unsafe to Access,Flowing,Yes,Yes,0.090995,0.058,2023-07-18,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.058,0.090995,0.06278655,0.058,MY2022-23,5011.200000000001,7977.096740571429
L01-125-1,2023-06-13T00:00:00Z,Direct Connection,Flowing,Yes,NA,2.5,NA,2023-06-13,TRABUCO,FALSE,{5903AEF4-DE41-446D-A41A-D3014DC8AD95},NA,2.5,1.7249999999999999,1.7249999999999999,MY2022-23,149039.99999999997,149039.99999999997
J01-9144-4 (J01P26),2023-09-26T00:00:00Z,Direct Connection,Flowing,Unknown,NA,NA,0,2023-09-26,SULPHURCREEK,FALSE,{55C07C97-F5A8-4AD9-BDD6-F282EF1F22F5},0,NA,NA,0,MY2022-23,0,0
M00.2-066-1 (M00S07),2023-05-24T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.0020830000000000002,NA,2023-05-24,PALISADES,FALSE,{5554CB30-DBF5-4F05-9145-3024520F5CD4},NA,0.0020830000000000002,0.00143727,0.00143727,MY2022-23,124.180128,852.7770720000001
M00.2-066-1 (M00S07),2023-08-02T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.026526,NA,2023-08-02,PALISADES,FALSE,{5554CB30-DBF5-4F05-9145-3024520F5CD4},NA,0.026526,0.01830294,0.01830294,MY2022-23,1581.3740160000002,852.7770720000001
LC05-11017-2,2023-08-14T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.018103,0.002,2023-08-14,LAGUNABEACH,FALSE,{552A1115-2EB7-48DD-A375-4E5A6EF6FC79},0.002,0.018103,0.01249107,0.002,MY2022-23,172.79999999999998,578.232
LC05-11017-2,2023-07-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.0165,NA,2023-07-06,LAGUNABEACH,FALSE,{552A1115-2EB7-48DD-A375-4E5A6EF6FC79},NA,0.0165,0.011385,0.011385,MY2022-23,983.664,578.232
J06-9079-1 (J06P03),2023-05-30T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.0384,0.02,2023-05-30,ELTORO,FALSE,{53829E67-0A5F-46C8-B493-01AC3AA4C5CD},0.02,0.0384,0.026495999999999995,0.02,MY2022-23,1728,3139.2000000000003
J06-9079-1 (J06P03),2023-08-09T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,1.256075,0.049,2023-08-09,ELTORO,FALSE,{53829E67-0A5F-46C8-B493-01AC3AA4C5CD},0.049,1.256075,0.86669175,0.049,MY2022-23,4233.6,3139.2000000000003
L02-396-1,2023-06-28T00:00:00Z,Undetermined,Flowing,Yes,NA,0.0222,NA,2023-06-28,SULPHURCREEK,FALSE,{516167D7-3F5E-403F-A9CA-5AC1AB5EBF37},NA,0.0222,0.015318,0.015318,MY2022-23,1323.4752,1667.7576
L02-396-1,2023-09-25T00:00:00Z,Undetermined,Flowing,Yes,NA,0.03375,NA,2023-09-25,SULPHURCREEK,FALSE,{516167D7-3F5E-403F-A9CA-5AC1AB5EBF37},NA,0.03375,0.0232875,0.0232875,MY2022-23,2012.04,1667.7576
I01-11093-2,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-07,LAGUNABEACH,FALSE,{50B8F0F5-D3AB-43AA-9466-0350D018EEA8},0,0,0,0,MY2022-23,0,0
L01-556-1,2023-08-09T00:00:00Z,Direct Connection,Flowing,Unknown,NA,0.118571,NA,2023-08-09,PALISADES,FALSE,{4FE0C734-3649-4717-871F-7A7EB924A050},NA,0.118571,0.08181398999999999,0.08181398999999999,MY2022-23,7068.728735999999,7068.728735999999
M02-061-6,2023-05-24T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.008955,NA,2023-05-24,PALISADES,FALSE,{4D37DA87-C486-40DA-A876-48258EA473E1},NA,0.008955,0.006178949999999999,0.006178949999999999,MY2022-23,533.8612799999999,533.8612799999999
K01-12058-1 (K01P08),2023-07-18T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.15,0.03,2023-07-18,SULPHURCREEK,FALSE,{4C787A96-7840-4AA0-A3A0-EED192734DC5},0.03,0.15,0.1035,0.03,MY2022-23,2591.9999999999995,3693.5712411428567
K01-12058-1 (K01P08),2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.094737,0.029,2023-07-11,SULPHURCREEK,FALSE,{4C787A96-7840-4AA0-A3A0-EED192734DC5},0.029,0.094737,0.06536853,0.029,MY2022-23,2505.6000000000004,3693.5712411428567
K01-12058-1 (K01P08),2023-02-22T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.085574,NA,2023-02-22,SULPHURCREEK,FALSE,{4C787A96-7840-4AA0-A3A0-EED192734DC5},NA,0.085574,0.05904605999999999,0.05904605999999999,MY2022-23,5101.579583999999,3693.5712411428567
K01-12058-1 (K01P08),2023-07-25T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.093333,0.03,2023-07-25,SULPHURCREEK,FALSE,{4C787A96-7840-4AA0-A3A0-EED192734DC5},0.03,0.093333,0.06439977,0.03,MY2022-23,2591.9999999999995,3693.5712411428567
K01-12058-1 (K01P08),2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.06605,0.026,2023-08-01,SULPHURCREEK,FALSE,{4C787A96-7840-4AA0-A3A0-EED192734DC5},0.026,0.06605,0.0455745,0.026,MY2022-23,2246.3999999999996,3693.5712411428567
K01-12058-1 (K01P08),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.072,0.024,2023-08-08,SULPHURCREEK,FALSE,{4C787A96-7840-4AA0-A3A0-EED192734DC5},0.024,0.072,0.049679999999999995,0.024,MY2022-23,2073.6,3693.5712411428567
K01-12126-1 (K01S01),2023-08-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.126,0.166,2023-08-15,DANAPOINT,FALSE,{4B95CAAB-3599-40EF-9AEE-7EB6755113A0},0.166,0.126,0.08693999999999999,0.166,MY2022-23,14342.400000000001,13867.2
K01-12126-1 (K01S01),2023-06-21T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.288,0.155,2023-06-21,DANAPOINT,FALSE,{4B95CAAB-3599-40EF-9AEE-7EB6755113A0},0.155,0.288,0.19871999999999998,0.155,MY2022-23,13392,13867.2
L03-074-1 (L03B01),2023-07-03T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.207373,0.026,2023-07-03,TRABUCO,FALSE,{49BB3F7E-1B73-4CC3-93B9-49EF1F708BBE},0.026,0.207373,0.14308737,0.026,MY2022-23,2246.3999999999996,2160
L03-074-1 (L03B01),2023-08-17T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.06606,0.024,2023-08-17,TRABUCO,FALSE,{49BB3F7E-1B73-4CC3-93B9-49EF1F708BBE},0.024,0.06606,0.045581399999999994,0.024,MY2022-23,2073.6,2160
K01-12036-1,2023-06-28T00:00:00Z,Undetermined,Flowing,Yes,NA,0.008,NA,2023-06-28,SULPHURCREEK,FALSE,{492C91F2-212B-4A73-AC7B-107B61D9565F},NA,0.008,0.00552,0.00552,MY2022-23,476.928,1366.5775679999997
K01-12036-1,2023-08-30T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.037846,NA,2023-08-30,SULPHURCREEK,FALSE,{492C91F2-212B-4A73-AC7B-107B61D9565F},NA,0.037846,0.026113739999999996,0.026113739999999996,MY2022-23,2256.2271359999995,1366.5775679999997
L01-766-4,2023-06-05T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-05,PALISADES,FALSE,{48ACB168-9928-43C5-AAD8-5119F46F8CD3},0,0,0,0,MY2022-23,0,0
L03-241-4,2023-07-13T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.006454,0,2023-07-13,ELTORO,FALSE,{47F716AD-32FA-4E10-9846-98471CD662B4},0,0.006454,0.00445326,0,MY2022-23,0,604.8
L02-246-1 (L11P01),2023-07-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.068665,0.012,2023-07-18,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.012,0.068665,0.04737885,0.012,MY2022-23,1036.8,1241.8475657142856
L02-246-1 (L11P01),2023-06-22T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.055332,0.023,2023-06-22,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.023,0.055332,0.03817908,0.023,MY2022-23,1987.1999999999998,1241.8475657142856
L02-246-1 (L11P01),2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.093976,0.013,2023-08-01,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.013,0.093976,0.06484344,0.013,MY2022-23,1123.1999999999998,1241.8475657142856
L02-246-1 (L11P01),2023-02-22T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.006685,NA,2023-02-22,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},NA,0.006685,0.004612649999999999,0.004612649999999999,MY2022-23,398.53295999999995,1241.8475657142856
L02-246-1 (L11P01),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.0616,0.017,2023-08-08,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.017,0.0616,0.042504,0.017,MY2022-23,1468.8000000000002,1241.8475657142856
L02-246-1 (L11P01),2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.048636,0.018,2023-07-11,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.018,0.048636,0.03355884,0.018,MY2022-23,1555.1999999999998,1241.8475657142856
L02-246-1 (L11P01),2023-07-25T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.085868,0.013,2023-07-25,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.013,0.085868,0.05924892,0.013,MY2022-23,1123.1999999999998,1241.8475657142856
L04-232-1,2023-06-28T00:00:00Z,Undetermined,Pooled or Ponded,Yes,NA,0.052812,NA,2023-06-28,ELTORO,FALSE,{465316A8-AEA2-4AA7-A77A-F8F886F9F636},NA,0.052812,0.03644028,0.03644028,MY2022-23,3148.4401919999996,3148.4401919999996
J01-9066-1 (J01P04),2023-08-17T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.007749,0.002,2023-08-17,ELTORO,FALSE,{44FB9709-D45F-44FA-A0BF-A0B51C5584F8},0.002,0.007749,0.00534681,0.002,MY2022-23,172.79999999999998,230.39999999999998
J01-9066-1 (J01P04),2023-07-05T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.024375,0.002,2023-07-05,ELTORO,FALSE,{44FB9709-D45F-44FA-A0BF-A0B51C5584F8},0.002,0.024375,0.01681875,0.002,MY2022-23,172.79999999999998,230.39999999999998
L03-708-1,2023-05-23T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.018,2023-05-23,SULPHURCREEK,FALSE,{44E024D0-D161-42C4-B953-3B26BC5AB579},0.018,NA,NA,0.018,MY2022-23,1555.1999999999998,1555.1999999999998
M02-052-2,2023-09-28T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.39,NA,2023-09-28,PALISADES,FALSE,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},NA,0.39,0.2691,0.2691,MY2022-23,23250.239999999998,47394.72
M02-052-2,2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,NA,1.2,NA,2023-06-15,PALISADES,FALSE,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},NA,1.2,0.828,0.828,MY2022-23,71539.20000000001,47394.72
M01-099-1,2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.006469,NA,2023-08-01,PALISADES,FALSE,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},NA,0.006469,0.00446361,0.00446361,MY2022-23,385.65590399999996,227.07734399999998
M01-099-1,2023-05-23T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.001149,NA,2023-05-23,PALISADES,FALSE,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},NA,0.001149,7.9281e-4,7.9281e-4,MY2022-23,68.498784,227.07734399999998
I01-11023-4,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-07,LAGUNABEACH,FALSE,{4299039A-0613-47FF-B808-7CF8CD065E00},0,0,0,0,MY2022-23,0,0
LC06-11019-1,2023-08-14T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.001,2023-08-14,LAGUNABEACH,FALSE,{4234D10E-D9CC-4748-92EA-FECEEAEBE008},0.001,NA,NA,0.001,MY2022-23,86.39999999999999,86.39999999999999
L03-418-8,2023-05-23T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.363,NA,2023-05-23,SULPHURCREEK,FALSE,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},NA,0.363,0.25046999999999997,0.25046999999999997,MY2022-23,21640.607999999997,14405.903999999999
L03-418-8,2023-09-27T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.10453900000000001,0.083,2023-09-27,SULPHURCREEK,FALSE,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},0.083,0.10453900000000001,0.07213191,0.083,MY2022-23,7171.200000000001,14405.903999999999
L02-204-1 (L02P45),2023-06-12T00:00:00Z,Undetermined,Flowing,Unknown,NA,NA,0.002,2023-06-12,TRABUCO,FALSE,{41CB5673-9B11-493E-B0F9-13C85AD6312E},0.002,NA,NA,0.002,MY2022-23,172.79999999999998,172.79999999999998
L01-731-1 (L08TBN2),2023-09-13T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.042,NA,2023-09-13,TRABUCO,FALSE,{3FE0C68B-3BC3-480E-9B51-1965BD8A122E},NA,0.042,0.02898,0.02898,MY2022-23,2503.872,2399.3651519999994
L01-731-1 (L08TBN2),2023-06-22T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.038494,NA,2023-06-22,TRABUCO,FALSE,{3FE0C68B-3BC3-480E-9B51-1965BD8A122E},NA,0.038494,0.02656086,0.02656086,MY2022-23,2294.8583039999994,2399.3651519999994
J01-9131-1 (J01P28),2023-06-21T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.086705,0.03,2023-06-21,SULPHURCREEK,FALSE,{3F8450D4-0881-4A9D-829A-4B4707912F53},0.03,0.086705,0.059826449999999996,0.03,MY2022-23,2591.9999999999995,2882.8799999999997
J01-9131-1 (J01P28),2023-09-27T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.09,NA,2023-09-27,SULPHURCREEK,FALSE,{3F8450D4-0881-4A9D-829A-4B4707912F53},NA,0.09,0.062099999999999995,0.062099999999999995,MY2022-23,5365.44,2882.8799999999997
SC12-068-1,2023-05-24T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.178035,NA,2023-05-24,PALISADES,FALSE,{3F75F95C-BC73-4C99-8A2A-F4CED891086D},NA,0.178035,0.12284414999999999,0.12284414999999999,MY2022-23,10613.734559999999,10613.734559999999
L03-316-2,2023-07-13T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.001718,0.004,2023-07-13,ELTORO,FALSE,{3F70559C-0FAD-4D97-9983-A4BA1217498F},0.004,0.001718,0.0011854199999999997,0.004,MY2022-23,345.59999999999997,518.4
L03-455-6,2023-06-29T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-29,SULPHURCREEK,FALSE,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},0,0,0,0,MY2022-23,0,0
L03-455-6,2023-08-31T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-31,SULPHURCREEK,FALSE,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},0,0,0,0,MY2022-23,0,0
M02-052-4,2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.013333,NA,2023-06-15,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},NA,0.013333,0.00919977,0.00919977,MY2022-23,794.860128,794.860128
LC01-11446-1,2023-06-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,7.4e-4,NA,2023-06-07,LAGUNABEACH,FALSE,{3BF05356-3912-4A4C-A382-01CE34EA71C0},NA,7.4e-4,5.105999999999999e-4,5.105999999999999e-4,MY2022-23,44.11583999999999,50.67359999999999
LC01-11446-1,2023-09-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,9.6e-4,NA,2023-09-06,LAGUNABEACH,FALSE,{3BF05356-3912-4A4C-A382-01CE34EA71C0},NA,9.6e-4,6.624e-4,6.624e-4,MY2022-23,57.231359999999995,50.67359999999999
J01-9377-1,2023-05-16T00:00:00Z,Direct Connection,Flowing,Unknown,Yes,0.002348,NA,2023-05-16,ELTORO,FALSE,{3B4E9F27-523C-4F6B-A986-26E060B631EF},NA,0.002348,0.0016201199999999999,0.0016201199999999999,MY2022-23,139.978368,69.989184
J01-10017-1 (J01TBN4),2023-09-27T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.046667,NA,2023-09-27,SULPHURCREEK,FALSE,{3A09A49C-9DAA-4A66-898F-7D6115463F96},NA,0.046667,0.032200229999999996,0.032200229999999996,MY2022-23,2782.099872,1042.5666239999998
J01-10017-1 (J01TBN4),2023-07-19T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.008309,0.003,2023-07-19,SULPHURCREEK,FALSE,{3A09A49C-9DAA-4A66-898F-7D6115463F96},0.003,0.008309,0.00573321,0.003,MY2022-23,259.2,1042.5666239999998
SC06-146-2 (M00P02),2023-05-24T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,NA,0.042038,NA,2023-05-24,PALISADES,FALSE,{39F60971-71F5-4FB5-A552-55C3B268E8F1},NA,0.042038,0.029006219999999996,0.029006219999999996,MY2022-23,2506.1374079999996,2506.1374079999996
LC02-11508-2,2023-07-06T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.040134,NA,2023-07-06,LAGUNABEACH,FALSE,{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},NA,0.040134,0.02769246,0.02769246,MY2022-23,2392.628544,1712.9763360000002
L02-502-5,2023-06-29T00:00:00Z,Direct Connection,Flowing,Unknown,NA,NA,0.004,2023-06-29,SULPHURCREEK,FALSE,{3912E472-E933-4D2C-AB01-D62EBFBB52E2},0.004,NA,NA,0.004,MY2022-23,345.59999999999997,172.79999999999998
L02-502-5,2023-08-31T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-31,SULPHURCREEK,FALSE,{3912E472-E933-4D2C-AB01-D62EBFBB52E2},0,0,0,0,MY2022-23,0,172.79999999999998
J07-9109-1,2023-09-26T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0,2023-09-26,ELTORO,FALSE,{3908761B-6044-44D9-8A7D-054C86F6D560},0,NA,NA,0,MY2022-23,0,0
I01-11023-5,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-07,LAGUNABEACH,FALSE,{37C6F748-E62C-4DCD-89A7-0CB6EFB76B47},0,0,0,0,MY2022-23,0,0
L01-218-2,2023-06-13T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.002,2023-06-13,TRABUCO,FALSE,{36EB35B0-30D7-472E-B8A6-28D21FB8C159},0.002,NA,NA,0.002,MY2022-23,172.79999999999998,386.86464
