AREA,EMC_Group,RC_Group,FACILITYID,RC,RC_M,RC_Event,RCandCF,RC_Mcf,RC_WMAcf_M,RC_WMAcf,LSPC_LU_DESC,RC_Model_Outfall,SUM_Area,...1,Constituent,Fraction,Units,EMC,EMC_Model_LU,EMC_Model_LU_divisor
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,12,TP,Total,mg/L,0.34,9.208313221970966,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,13,TSS,Total,mg/L,79.9,2163.9536071631774,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,14,"Copper, Total",Total,mg/L,0.0254,0.6879151642295956,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,15,"Lead, Total",Total,mg/L,0.0021,0.05687487578276185,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,16,"Zinc, Total",Total,mg/L,0.1569,4.249365719197779,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,17,"Copper, Total",Dissolved,mg/L,0.0137,0.3710408562970654,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,NA,NA,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,18,"Zinc, Total",Dissolved,mg/L,0.0932,2.5241611537873356,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,10,Fecal coliforms,Total,CFU/100 mL,11600,314165.98051430355,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,11,TN,Total,mg/L,2.71,73.39567303394506,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,12,TP,Total,mg/L,0.34,9.208313221970966,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,13,TSS,Total,mg/L,79.9,2163.9536071631774,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,14,"Copper, Total",Total,mg/L,0.0254,0.6879151642295956,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,15,"Lead, Total",Total,mg/L,0.0021,0.05687487578276185,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,16,"Zinc, Total",Total,mg/L,0.1569,4.249365719197779,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,17,"Copper, Total",Dissolved,mg/L,0.0137,0.3710408562970654,27.083274182267548
149.2906996089398,business,Commercial,J01-9992-1 (J01P27),0.486,0.43090185850815593,0.10840535406298948,0.1222668248798367,NA,0.06483467551000736,0.08802841737352897,COMM,0.08802841737352897,307.6651266754656,18,"Zinc, Total",Dissolved,mg/L,0.0932,2.5241611537873356,27.083274182267548
100.52339854764983,business,Commercial,J03-9216-2,0.486,0.3713237849421887,0.06054600069967782,0.07924446947190482,NA,0.0490075765834694,0.08802841737352897,COMM,0.08802841737352897,205.98939589403537,10,Fecal coliforms,Total,CFU/100 mL,11600,210341.87798886237,18.13292051628124
100.52339854764983,business,Commercial,J03-9216-2,0.486,0.3713237849421887,0.06054600069967782,0.07924446947190482,NA,0.0490075765834694,0.08802841737352897,COMM,0.08802841737352897,205.98939589403537,11,TN,Total,mg/L,2.71,49.14021459912215,18.13292051628124
100.52339854764983,business,Commercial,J03-9216-2,0.486,0.3713237849421887,0.06054600069967782,0.07924446947190482,NA,0.0490075765834694,0.08802841737352897,COMM,0.08802841737352897,205.98939589403537,12,TP,Total,mg/L,0.34,6.165192975535621,18.13292051628124
100.52339854764983,business,Commercial,J03-9216-2,0.486,0.3713237849421887,0.06054600069967782,0.07924446947190482,NA,0.0490075765834694,0.08802841737352897,COMM,0.08802841737352897,205.98939589403537,13,TSS,Total,mg/L,79.9,1448.820349250871,18.13292051628124
100.52339854764983,business,Commercial,J03-9216-2,0.486,0.3713237849421887,0.06054600069967782,0.07924446947190482,NA,0.0490075765834694,0.08802841737352897,COMM,0.08802841737352897,205.98939589403537,14,"Copper, Total",Total,mg/L,0.0254,0.4605761811135434,18.13292051628124
